ResponseIdHash,Q21,code1,code2,code3,code4,code5
78f006ad883153c135d0966d04314501,People who are prone to accept any answer without logical deduction of a given aswer.,low-skills,,,,
9920822ded0ac95fa508433e03625974,People that are naturally lazy and would rely too much on Tech-X.,low-skills,,,,
8dfb97926b6b7f01d195d78d9d57d715,Employees within the industry,workers,,,,
8dfa5ce2ebca1f5d287311dde04dce1b,No one.,na,,,,
e79299a8b60775bbab62b06615651ed6,"Medical professionals, patients",doctors-nurses,patients,,,
5a5deb9f2fab81389f3faae056645106,Anyone who works.,workers,,,,
32402c6238774f7c806e3cb21c0e573d,People that enjoy the mundane financial task,na,,,,
97e1c674d2c575a4a4e590923465dd0d,Math teachers,teachers,,,,
39d4042f86a82d1c25d97af923aa3a75,Drug companies,businesses,,,,
c9e7827fbe7e042a1f05fa5c13856285,Traffickers,criminals,,,,
be64a10d93d74ee5b4207a517da511d1,People whose jobs are easily automated.,workers,,,,
e49847926cce2fe7467e00977898d0ef,The clients/patients,patients,,,,
b71cd0421551664a42a80a5356202ddb,The doctors in the field doing surgeries would benefit as they would not lose their jobs,doctors-nurses,,,,
a6cc42810af8225db3834b970193861d,none,na,,,,
0b50b885d43e1fe54a3be3c5c3858481,People who are able to use the available technology.,tech-access,,,,
a64ddcf323c53bfc242426f09458455f,I would say still the doctors and physician,doctors-nurses,,,,
fc0058c0a20ef161a56ae92727889f57,Writers,artists-creatives,,,,
a3d4ba394e62883ccb20397ade3a8ccb,Unsure,na,,,,
b9f8bd55cefcd56c366a1ae177bd6875,consultants and consultation company employees.,consultants,workers,,,
24cea6b23501d18238808d061783ee4e,Fund raisers working on translations?,businesses,,,,
652f4bdafe601b7f01aa20ee3aab3a2b,everyone because they would have to use their brain and skills,all,,,,
9ff9b390943cc8629f962d25e2256f01,"African Americans, Hispanics, poor people,  urban communities.",racial-minority,poor,urban,,
6428ac4ecc1c6c05139873314a4c8b52,anyone who is alive would benefit.,all,,,,
c823a619b09d8ff77b93705d8ea953e5,It would generally imrpove overall security and stability for the general public,all,,,,
89daafefcd2ab4dfb00694fe1b72e580,"elderly, adults, children",seniors,adults,youth,,
6fd39d5fe61005e7b92139d80768c5ec,"The workers whose jobs could be replaced by Tech-X/Tech-X 10. Their families, too. The companies and industries who employ these workers.",workers,families,businesses,,
2d55c8ed04bae785af26592783c04b36,"Crime victims, falsely accused people",crime-victims,,,,
85e930944101cfe1424c76aef17f62a1,Student,students,,,,
dce941be0f502dc139c2ef2791afaf8c,I really don't know,na,,,,
2786a7ba3781fabee16e5c2095b5e165,"medical professionals, people who won't see a medical professional and rely on other sources",doctors-nurses,low-skills,,,
68ae9acdd93d6b3d1ee0a758cdde777b,my elder,seniors,,,,
87b666f0d46fac7dba96d8f3afb2e320,artists,artists-creatives,,,,
