ResponseIdHash,Q11_5,code1,code2,code3,code4
900abd7e39b2c8074200a115feee2c6d,AI replacing workers at companies/organizations.,human-labor-replacement,,,
ae7ed37619ea165e965af00092eecd0e,it could result in fraud,manipulate-people,,,
a636a6f4cde799a77e31fa11052b95d0,My bank account would go in the negative if the AI didn't follow my instructions.,financial-disturbance,,,
acdc08e8037f2a8557eb4f2a62f65d9a,"The negative impact can be so vast from a person having thoughts of killing themselves, to losing faith in humanity to trying to overturn the government.",range,mental-harm,distrust-institution,
6c3859497408f69338c4bf67bf36186d,People could lose a lot of money and face legal issues due to identity theft.  People would also lose faith in technology and AI,data-security-privacy-risk,financial-disturbance,distrust-ai,legal-issues
a7fc499ed69ded16e23e00c2a36f9a9c,Accidents all over into crush of robots and humans,physical-harm,,,
72d216b8c94c89767a52f72ef140705f,when these machines are hacked they can hurt their owners.,hacking-risk,general-harm,,
4ba7f92e249b5423c7b0600877db212b,It would lead to faulty tax returns and unafforadable imsurance plans being introduced to someone.,financial-disturbance,incorrect-ai-output,,
12ae19854da7ef4137be69d5f60aefa9,It could inflate the company's worth,business-use,,,
78f006ad883153c135d0966d04314501,Thus reinforcing the machine on that same logic path for future answers..,incorrect-ai-output,,,
9920822ded0ac95fa508433e03625974,"Breach in privacy, maybe even theft of banking information which would lead to identity theft.",data-security-privacy-risk,,,
8dfb97926b6b7f01d195d78d9d57d715,Widespread layoffs in that industry,human-labor-replacement,,,
8dfa5ce2ebca1f5d287311dde04dce1b,I think it could provide dangerous people with extremely dangerous information.,aid-criminal,,,
e79299a8b60775bbab62b06615651ed6,"If someone who wants to cause harm gets into the system, they might change the results and give wrong information. This could lead to wrong treatments and hurt patients. Also, if the AI makes mistakes or faces unexpected problems, people might stop trusting it. ",misinformation,distrust-ai,hinder-medical-care,hacking-risk
5a5deb9f2fab81389f3faae056645106,"Death of so many, God forbid. ",physical-harm,,,
32402c6238774f7c806e3cb21c0e573d,Fees and fines really mess up a budget,financial-disturbance,,,
97e1c674d2c575a4a4e590923465dd0d,Having students become dumber because they are making it do their math homework for them.,overreliance,,,
39d4042f86a82d1c25d97af923aa3a75,Lowered standard of living for the middle and lower class.,economic-disturbance,,,
c9e7827fbe7e042a1f05fa5c13856285,"It would bring down our government, politicians as well as other countries. That not being the negative part but it would awaken a lot of people who would not know how to deal with the truth ",distrust-institution,,,
be64a10d93d74ee5b4207a517da511d1,Many people will lose their jobs.,human-labor-replacement,,,
e49847926cce2fe7467e00977898d0ef,The medical business wouldn't flourish. Clients would withdraw from seeking medical help.,distrust-institution,economic-disturbance,,
b71cd0421551664a42a80a5356202ddb,It could cause world wars or devastation of the planet.,war,,,
a6cc42810af8225db3834b970193861d,I don't have the money to make the changes suggested.,incorrect-ai-output,,,
0b50b885d43e1fe54a3be3c5c3858481,There can still be misunderstandings and incorrect advice given because the human mind changes every nano second and this technology will not be able to detect those minute changes.,incorrect-ai-output,,,
a64ddcf323c53bfc242426f09458455f,They will not have a job anymore,human-labor-replacement,,,
fc0058c0a20ef161a56ae92727889f57,The negative impact would be stealing others writing and no originality in stories anymore,damaging-creativity,plagirism,,
a3d4ba394e62883ccb20397ade3a8ccb,Depending on what was recorded it would make legal troubles.,legal-issues,,,
b9f8bd55cefcd56c366a1ae177bd6875,"Although unviolent, there would be more financial-related crimes.",aid-criminal,financial-disturbance,,
24cea6b23501d18238808d061783ee4e,"It is possible to tell AI a lie concerning a translation possibility and have it apply that rule in a false manner throughout a translation, thus forming a false doctrine.",misinformation,,,
652f4bdafe601b7f01aa20ee3aab3a2b,it could make things easier for the bad ones,aid-criminal,,,
9ff9b390943cc8629f962d25e2256f01,citizens could be killed or attacked.,physical-harm,,,
6428ac4ecc1c6c05139873314a4c8b52,Millions of people being layed off or forced into lower wage jobs.,human-labor-replacement,economic-disturbance,,
c823a619b09d8ff77b93705d8ea953e5,"impacting finances, or generally, everything, since everything will be vulnerable to itself",economic-disturbance,,,
89daafefcd2ab4dfb00694fe1b72e580,"Worse sickness, even death.  Peoples information getting out or someone pretending to be the Tech X",physical-harm,data-security-privacy-risk,manipulate-people,
6fd39d5fe61005e7b92139d80768c5ec,"A lot of hard-working people would be out of jobs and some would go hungry and homeless, even.  The economy would be affected. People could lose their retirement benefits, stocks, savings, or make a potentially fatal medical decision.",human-labor-replacement,economic-disturbance,financial-disturbance,hinder-medical-care
2d55c8ed04bae785af26592783c04b36,"Cases would go unsolved, take more timr, and convict innocent people",waste-resources-or-time,,,
85e930944101cfe1424c76aef17f62a1,The student wouldn't attain as much knowledge,overreliance,impede-learning,,
dce941be0f502dc139c2ef2791afaf8c,I guess someone could be so reliant on it that they lose touch with what they need to do,overreliance,,,
2786a7ba3781fabee16e5c2095b5e165,People not getting the treatment they need or getting sicker.,physical-harm,negative-health-wellbeing,,
68ae9acdd93d6b3d1ee0a758cdde777b,people no using it,distrust-ai,,,
87b666f0d46fac7dba96d8f3afb2e320,possible biological agents or increased lawsuits.,legal-issues,,,
