ResponseIdHash,Q14_5,code1,code2,code3,code4
9920822ded0ac95fa508433e03625974,Whatever you asked Tech-X 10 to invest would be gone and depending on how much the user decided to give it access to it could be bad. There would obviously need to be safeguards,financial-disturbance,,,
8dfb97926b6b7f01d195d78d9d57d715,Decrease engagement - loss of profits,financial-disturbance,,,
8dfa5ce2ebca1f5d287311dde04dce1b,I think providing incorrect information could generally just make people's lives harder.,general-harm,incorrect-ai-output,,
e79299a8b60775bbab62b06615651ed6,"It could potentially kill someone and even if it wasn't the extreme case, people might not trust it and not want to use it.",physical-harm,distrust-ai,,
5a5deb9f2fab81389f3faae056645106,Car accidents in vehicles. Fires or explosions in buildings and houses.,physical-harm,,,
32402c6238774f7c806e3cb21c0e573d,It would completely siruot my finances. Not let me have credit when i possibly really need it.,financial-disturbance,,,
97e1c674d2c575a4a4e590923465dd0d,so they end up getting bad homework grades.,lower-quality,hinder-career,,
39d4042f86a82d1c25d97af923aa3a75,They could range from a minor inconvenience to death depending on how sensitive or urgent the situation was.,range,physical-harm,general-harm,
c9e7827fbe7e042a1f05fa5c13856285,Identifying the victims,na,,,
be64a10d93d74ee5b4207a517da511d1,It could result in faulty or injurious products/designs.,lower-quality,incorrect-ai-output,physical-harm,
e49847926cce2fe7467e00977898d0ef,The negative impact would be loss of business and decreased trust in the medical professionals. It can also ruin reputations and there could possibly be legal charges.,distrust-institution,economic-disturbance,legal-issues,hinder-career
b71cd0421551664a42a80a5356202ddb,Anyone who chose to allow the AI to perform medical procedures/surgeries.,na,,,
a6cc42810af8225db3834b970193861d,there wouldn't be any,no-harm,,,
0b50b885d43e1fe54a3be3c5c3858481,"Misunderstandings and misinterpretations, even from a robotic device can give a person mental stress and confusion.",miscommunication,,,
a64ddcf323c53bfc242426f09458455f,death of the individual,physical-harm,,,
fc0058c0a20ef161a56ae92727889f57,It would make the stories bad,lower-quality,,,
a3d4ba394e62883ccb20397ade3a8ccb,"Would cause alot of distress, panic, overwhelment and so on.",mental-harm,,,
b9f8bd55cefcd56c366a1ae177bd6875,"People would be experiencing low quality consulting services, which include things like outdated information or misinformation ",lower-quality,misinformation,incorrect-ai-output,
24cea6b23501d18238808d061783ee4e,That a false doctrine would appear as fact.,misinformation,,,
652f4bdafe601b7f01aa20ee3aab3a2b,failed work.,na,waste-resources-or-time,,
9ff9b390943cc8629f962d25e2256f01,It could kill the hostages or victims instead of apprehending the suspects.,physical-harm,,,
6428ac4ecc1c6c05139873314a4c8b52,technological progress is stilted,hinder-science,,,
c823a619b09d8ff77b93705d8ea953e5,Could cause anything from minor issues to loss of life,range,physical-harm,general-harm,
89daafefcd2ab4dfb00694fe1b72e580,Making people more sick than they already are or even death,negative-health-wellbeing,physical-harm,,
6fd39d5fe61005e7b92139d80768c5ec,"It depends on what people would use it for - I can see how it could potentially cause a lot of harm. Someone might lose their savings, stocks, or retirement money. Someone could be given the wrong medical advice if they used it for that, and the consequences could be deadly.",general-harm,overreliance,financial-disturbance,hinder-medical-care
2d55c8ed04bae785af26592783c04b36,"False imprisonment, missing people dying in the process of waiting, wasting police time",waste-resources-or-time,physical-harm,,
85e930944101cfe1424c76aef17f62a1,A bad grade for student,lower-quality,hinder-career,,
dce941be0f502dc139c2ef2791afaf8c,People could find themselves delinquent in bills for things like electricity or Internet and other services,financial-disturbance,legal-issues,,
2786a7ba3781fabee16e5c2095b5e165,People not getting better or getting sicker.,negative-health-wellbeing,,,
68ae9acdd93d6b3d1ee0a758cdde777b,the same as negativity not using the tech any longer,distrust-ai,,,
87b666f0d46fac7dba96d8f3afb2e320,lawsuits,legal-issues,,,
