ResponseIdHash,Q9,code1,code2,code3,code4,code5
f7e6fff0e588ea3ccf52708e26c2e761,people of color as most religions seem to be based on location or ethnicity and that's where a great part of discrimination comes from,racial-minority,,,,
a6cf5894b9be0560ac2034be738d6b41,"creative people, self starters, do it yourselfers, handy people",artists-creatives,businesses,,,
900abd7e39b2c8074200a115feee2c6d,"Everyone, including young people entering the workforce.",youth,all,workers,,
ae7ed37619ea165e965af00092eecd0e,"patients, scientist, health sectors, WHO",patients,researchers-scholars,doctors-nurses,government-officials,
a636a6f4cde799a77e31fa11052b95d0,crafters of all kinds that need to order multiple items from different places,artists-creatives,,,,
acdc08e8037f2a8557eb4f2a62f65d9a,"Senior Citizens, families, social service, health care professionals",seniors,families,government-officials,doctors-nurses,
6c3859497408f69338c4bf67bf36186d,"Myself, my sales department and my employer as a whole.",businesses,me,,,
a7fc499ed69ded16e23e00c2a36f9a9c,The Chefs,chefs,,,,
72d216b8c94c89767a52f72ef140705f,elderly people,seniors,,,,
4ba7f92e249b5423c7b0600877db212b,"The lower 50% of the population in earnings, though everyone else would benefit some too.",poor,all,,,
12ae19854da7ef4137be69d5f60aefa9,The stakeholders,consumers-stakeholders,,,,
78f006ad883153c135d0966d04314501,"Business owners, assistances, honestly anyone who needs some extra time.",businesses,busy-people,,,
9920822ded0ac95fa508433e03625974,"The disabled and elderly that live alone and need automated accessibility devices in their homes come to mind. I could see Tech-X 10 being able to run hot water, open automatic doors, call 911 for help when it detects a fall, etc. ",disability-health-conditions,seniors,,,
8dfb97926b6b7f01d195d78d9d57d715,Advertisement execs,businesses,,,,
8dfa5ce2ebca1f5d287311dde04dce1b,People who use the internet.,internet-users,,,,
e79299a8b60775bbab62b06615651ed6,"Health professionals, people with rare diseases, the eldery, people who live in remote places",doctors-nurses,disability-health-conditions,seniors,remote-location,
5a5deb9f2fab81389f3faae056645106,Those who drive.,do-drive,,,,
32402c6238774f7c806e3cb21c0e573d,People that procrastinate or dislike financial matters.,busy-people,,,,
97e1c674d2c575a4a4e590923465dd0d,Math Students,students,,,,
39d4042f86a82d1c25d97af923aa3a75,I think seniors the most but this would benefit individuals across all ages.,seniors,,,,
c9e7827fbe7e042a1f05fa5c13856285,Children,youth,,,,
be64a10d93d74ee5b4207a517da511d1,The people who have the most capital can expect to see the most gain from the AI. Unless the way we distribute resources changes.,rich,,,,
e49847926cce2fe7467e00977898d0ef,The doctors because their workload wouldn't be as heavy.,doctors-nurses,,,,
b71cd0421551664a42a80a5356202ddb,The poorer people in the communities.,poor,,,,
a6cc42810af8225db3834b970193861d,My family and myself,me,,,,
0b50b885d43e1fe54a3be3c5c3858481,Groups that are less fortunate and economically disadvantaged.,poor,,,,
a64ddcf323c53bfc242426f09458455f,The human race will benefit from it.,all,,,,
fc0058c0a20ef161a56ae92727889f57,Writers,artists-creatives,,,,
a3d4ba394e62883ccb20397ade3a8ccb,People struggling with mental health issue's or too busy to acknowledge your feelings.,mental-health,busy-people,,,
b9f8bd55cefcd56c366a1ae177bd6875,Marginalized groups.,minority-vulnerable,,,,
24cea6b23501d18238808d061783ee4e,Anyone who speaks and reads English.,english-speakers,,,,
652f4bdafe601b7f01aa20ee3aab3a2b,"people like me who works as consultants. but in general, I think everyone could benefit from it ",all,consultants,,,
9ff9b390943cc8629f962d25e2256f01,"I think it would help the officer because they would not be in immediate danger. It could also help the public, doing tasks that police officers might be unable to do.",government-officials,,,,
6428ac4ecc1c6c05139873314a4c8b52,"Those who need the benefits the least: investors, owners, executives.",rich,businesses,,,
c823a619b09d8ff77b93705d8ea953e5,"End-users, software engineers, programmers, developers",all,it-professionals,,,
89daafefcd2ab4dfb00694fe1b72e580,"Elderly people, people with disabilities, people that can't drive or don't have a car nor have the money to spend on an Uber.",seniors,poor,disability-health-conditions,don't-drive,
6fd39d5fe61005e7b92139d80768c5ec,"Those who are low income, poor, or middle class. Those who have a busy lifestyle.",poor,busy-people,middle-class,,
2d55c8ed04bae785af26592783c04b36,"Crime victims, police, fbi, detectives",government-officials,crime-victims,,,
85e930944101cfe1424c76aef17f62a1,"Students, researchers, common people, businessman ",students,researchers-scholars,all,businesses,
dce941be0f502dc139c2ef2791afaf8c,I feel like most groups would benefit from this but specifically young 2 income families would certainly be able to make use of this,families,youth,,,
2786a7ba3781fabee16e5c2095b5e165,Anyone that sees a doctor.,patients,,,,
68ae9acdd93d6b3d1ee0a758cdde777b,everyone,all,,,,
87b666f0d46fac7dba96d8f3afb2e320,"scientists, educators, ",teachers,researchers-scholars,,,
