ResponseIdHash,Q11_4,code1,code2,code3,code4
a6cf5894b9be0560ac2034be738d6b41,"If the information is bad or off you could ruin something if you ""repair"" wrong but misunderstanding the instructions. Something lost in translation. ",incorrect-ai-output,distrust-ai,,
900abd7e39b2c8074200a115feee2c6d,"actually, replace the work people do.",human-labor-replacement,,,
ae7ed37619ea165e965af00092eecd0e,"it could be dangerous in privacy  security,",data-security-privacy-risk,,,
a636a6f4cde799a77e31fa11052b95d0,take money from my account without permission or order things that I didn't want or need.,financial-disturbance,,,
acdc08e8037f2a8557eb4f2a62f65d9a,"...harm, subliminal seduction or brain wash.",manipulate-people,general-harm,,
6c3859497408f69338c4bf67bf36186d,"Create sophisticated scams, phishing schemes etc that would lure people to a site and rip them off in someway i.e. take their money or personal information.",manipulate-people,financial-disturbance,data-security-privacy-risk,
a7fc499ed69ded16e23e00c2a36f9a9c,Serve when a lot of people are present at a time,na,,,
72d216b8c94c89767a52f72ef140705f,replace helpers or house maids. it will affect employment.,human-labor-replacement,,,
4ba7f92e249b5423c7b0600877db212b,There is no negative to such a specific use case that i can fathom. The only negative would be misinformation.,misinformation,,,
12ae19854da7ef4137be69d5f60aefa9,Predict the growth in a worng way,incorrect-ai-output,,,
78f006ad883153c135d0966d04314501,"The lack in questioning the machines logic, it can still be mistaken. This could negatively impact anything where an answer or solution was questionable but due to user confidences it went unchecked. ",incorrect-ai-output,overreliance,,
9920822ded0ac95fa508433e03625974,Well if someone were to get access to the data Tech-X 10 would be collecting throughout the day such as camera feeds and personal information it could lead to a lot of problems for users.,data-security-privacy-risk,,,
8dfb97926b6b7f01d195d78d9d57d715,Replace human employees,human-labor-replacement,,,
8dfa5ce2ebca1f5d287311dde04dce1b,Search for dangerous things like recipes for making weapons or bombs.,terrorism,,,
e79299a8b60775bbab62b06615651ed6,"If someone uses the advanced AI for medical diagnoses with bad intentions or if things go wrong, it could cause some serious issues.",unqualified-accessibility,hinder-medical-care,incorrect-ai-output,
5a5deb9f2fab81389f3faae056645106,design bombs for terrorists.,terrorism,aid-criminal,,
32402c6238774f7c806e3cb21c0e573d,If it makes a mistake it may snowball into a big problem with overdraft and overdue fees. It would be heard for me to completely let go of the financial reigns so i would need a dashboard showing me whats been dine.,financial-disturbance,incorrect-ai-output,,
97e1c674d2c575a4a4e590923465dd0d,Make students have it do math homework for them and they aren’t learning math.,overreliance,impede-learning,,
39d4042f86a82d1c25d97af923aa3a75,make greedy pharmaceutical companies rich.,business-use,,,
c9e7827fbe7e042a1f05fa5c13856285,For vigilante purposes,non-war-military-use,,,
be64a10d93d74ee5b4207a517da511d1,It can be used to reduce workforces.,human-labor-replacement,,,
e49847926cce2fe7467e00977898d0ef,"Replace the human interactions of a doctor. Clients need that human touch, which helps with their mental health treatment",hinder-medical-care,social-isolation,mental-harm,
b71cd0421551664a42a80a5356202ddb,If it became hacked by persons wanting to do evil things.,general-harm,hacking-risk,,
a6cc42810af8225db3834b970193861d,the substitutions could be very expensive.,financial-disturbance,,,
0b50b885d43e1fe54a3be3c5c3858481,translate without paying attention to the human emotions. Choice of words and facial expressions are extremely important.,miscommunication,,,
a64ddcf323c53bfc242426f09458455f,To the doctors and the physicians and laboratory,na,,,
fc0058c0a20ef161a56ae92727889f57,Plagiarize or steal other people’s writing,plagirism,,,
a3d4ba394e62883ccb20397ade3a8ccb,Spy on others conversations by recording a memo.,data-security-privacy-risk,,,
b9f8bd55cefcd56c366a1ae177bd6875,"consult for nefarious matters. Such as market manipulation, tax evasion, etc.",economic-disturbance,business-use,,
24cea6b23501d18238808d061783ee4e,influence thought in the wrong direction.,manipulate-people,misinformation,aid-criminal,
652f4bdafe601b7f01aa20ee3aab3a2b,collect and analize data for a war,war,non-war-military-use,,
9ff9b390943cc8629f962d25e2256f01,harm citizens or a group of people based on prejudice and racism.,bias,,,
6428ac4ecc1c6c05139873314a4c8b52,reduce workforces.,human-labor-replacement,,,
c823a619b09d8ff77b93705d8ea953e5,create viruses or other malicious programs more easily and possibly with harder to combat designs,aid-criminal,data-security-privacy-risk,,
89daafefcd2ab4dfb00694fe1b72e580,"Make a diagnosis that wasn't correct, system could be hacked into",hinder-medical-care,hacking-risk,incorrect-ai-output,
6fd39d5fe61005e7b92139d80768c5ec,"Take jobs away from human workers by selling its services and making it more affordable than what a person would charge. Or, Tech-X/Tech-X 10 could be hacked to give false and dangerous information that could affect things like people's retirement money, stocks, healthcare decisions, etc.",human-labor-replacement,hacking-risk,financial-disturbance,misinformation
2d55c8ed04bae785af26592783c04b36,Mislead police by people knowing it searches the internet and givimg false info and throwing the police off,misinformation,manipulate-people,,
85e930944101cfe1424c76aef17f62a1,Get lazy with studying for yourself,overreliance,,,
dce941be0f502dc139c2ef2791afaf8c,I suppose people could become dependent on the technology but as long as it works properly I don't really see a problem,overreliance,,,
2786a7ba3781fabee16e5c2095b5e165,be the sole medical advice taken. Or the data could be leaked.,data-security-privacy-risk,hinder-medical-care,overreliance,
68ae9acdd93d6b3d1ee0a758cdde777b,IM guessing the tech could say something that might offend the person and this want be a good look for the product,mental-harm,incorrect-ai-output,,
87b666f0d46fac7dba96d8f3afb2e320,search for ways to commit crimes and be successful by skirting the current systems,aid-criminal,,,
