ResponseIdHash,Q17_4,code1,code2,code3,code4
ffdd3b62fdaa6c976ada1f608d7a7e67,People would not be able to get their questions as quickly anymore.,waste-resources-or-time,,,
5016b067c4ed4b5fb06d464726420292,the poor will languish in poverty.,impede-personal-growth,financial-disturbance,,
01a0e4073dac4963ada149d17b8945bc,It will be harmful because someone has to control it,na,,,
6a6c9271a5ab78b1b613ff8ee38f7635,Cliimate change would outpace our ability to stymie it. We might cross a threshold where there is no road back.,environmental-harm-continues,,,
7125390f48fc38d228e6ad642bd87a1e,It would be costly for working class people.,financial-disturbance,,,
27ad98eaae88201d61c8c286ddfd725d,it would endanger us ,new-code,,,
b71cd0421551664a42a80a5356202ddb,I don't think that there would be catastrophic harms due to the fact we could carry on as is.,no-harm,,,
407bcbd9bd05e6d015032a835c040ffa,It will be harmful because the level of fraud will be much committed without no regulation or checks. ,misinformation,human-error,,
33456d2a9205b6dfc3fe724b9a7d306c,the worldwide problem of hunger would not be adequately solved or addressed. Without Tech-X 10's contribution there may not be other ways the human members would have thought about to try to solve the hunger issue.,lose-accessibility-solution-servie,less-innovation,,
900abd7e39b2c8074200a115feee2c6d,many people would be left out of the opportunity to learn new skills.,impede-personal-growth,,,
0fb7330bff3b1ac250258fee41d509b2,,na,,,
a6cf5894b9be0560ac2034be738d6b41,"Limits society in a way that could offer growth. By teaching people to be self sufficient, it empowers them and builds confidence. It has all kinds possible positive influences that could be lost. Not to mention encourage laziness and waste.",impede-personal-growth,waste-resources-or-time,mental-harm,
ae7ed37619ea165e965af00092eecd0e,"no, it would not negatively impact individuals",no-harm,,,
83fbbf07b684690de7c8ffb052fc00b5,It would be harmful because people will be stressed and depressed with plenty duties to attend to,stress-overworked,mental-harm,,
f69241295af2781a908ddf65314c8595,A bit of deep disappointment and dashed hope of seeing or being in the presence and being able to interact with technology such as this would definitely offer hope and an outlet to many.,impede-personal-growth,mental-harm,,
0c483d36388a4d439288093086a4ad2b,It will take a lot of manpower and time to go through all the available reports to try to come up with a solution that will work.,stress-overworked,waste-resources-or-time,,
5fb5a851b864edcb49609c559aebb9ba,I would have to continue doing my job the way I have been doing it for 9 years. I will continue to be stressed out from time to time due to pressure to have certain reports done quickly. ,inefficiency,stress-overworked,,
81c3d7d48c65f49f3aae73635699b162,"the ""enemy"" will exploit and take advantage of entities that ban or not develop AI technologies.",economic-distrubance,lose-tech-race,,
2263934e8b1f4de1536e799f5048df8a,Its really wouldn't be harmful at all it would just not be as convenient.,inefficiency,,,
f3ae9e3adb2fcbb94a7a36aeb108c4b3,"It would negatively impact individuals, in that they now have to go through the stress of doing their strenous tasks all by themselves in hours of tiring themselves whereas it would have been close to effortless deal had the application being developed",inefficiency,stress-overworked,lose-assistance,
0ec32f1c0fdf6a48f22b37519393d06c,Many normal people would not have the opportunity to improve and extend their lives.,impede-personal-growth,lose-assistance,,
6c3859497408f69338c4bf67bf36186d,I don’t think it would be harmful really.  We’ve all made due and been successful without this type of technology.  People who are talented would still be able to make money and be successful without tech x,no-harm,,,
5416f5a3d7082b96f7a45731948533c7,"If there was such an application and it wasn't used to advance technology, it could be harmful in that we might not be as advanced technology wise as another country using this technology.  ",less-innovation,lose-tech-race,,
c7dfa1be579739405574dd6b8add72e1,"government and public agencies will continue to operate in a wasteful and ineffective manner, failing to provide the services they receive funding for",inefficiency,lose-transparency,waste-resources-or-time,
7a8c6bfa133a5a484bc1b1126476eada,we still need the technology developed to help  needed people,lose-assistance,,,
02d7ea41cb0686b59dfd0f0086953c0f,"[not inherently harmful, but] it would cause the advance in medical treatments to slow down or stagnate, making it harder to find and provide new and more effective treatments to some conditions.",delay-in-innovation,less-innovation,hinder-medical-care,
3b07b153bd77735e9660df550a4e3536,"Without the assistance of Tech-X 10, the development process for innovative medical technologies could be significantly slower. This delay may postpone breakthroughs, leading to prolonged suffering for patients awaiting advanced treatments and cures.",delay-in-innovation,less-innovation,hinder-medical-care,
b71ae93d27511d8a973d6703a4047da3,some people may not be able to readily access help,lose-accessibility-solution-servie,,,
f7e6fff0e588ea3ccf52708e26c2e761,Well there's enough killing going on in the name of religion I don't think there's any less harm going anyways,no-harm,,,
eebddd1037812efb5339581aabdf5446,Parents will not have access to adequate child care.,lose-accessibility-solution-servie,,,
166f542a9b71fb9b076bd36309607beb,people will continue to suffer or die but at the regular rate. ,no-harm,,,
69583295322542a47ef057731748be67,Nothing would change ,no-harm,,,
fac37c4217f4f4b503d9aa9642ccff23,"If personalized healthcare was not automated or assisted by Tech-X/Tech-X 10, it would be harmful because it would hinder the potential for accurate diagnoses, tailored treatment plans, and timely interventions, limiting the ability to optimize healthcare outcomes and potentially depriving individuals of the benefits of advanced technology in healthcare.",inefficiency,lose-assistance,hinder-medical-care,health-issues
0e5e232bdc2bd0f9675ce47de777cd04,It will slow me down in producing good plans .  It might be too stressed if I try to produce  a high value drawings. The clients will be limited to know only the designs I can produce  ,hinder-creative-work,lose-accessibility-solution-servie,stress-overworked,
fe233e2441a6759f22243210fcf7a49e,New technology would not be used to help man kind.,less-innovation,,,
8fe5fdc5266fa67d445c0a3279c5087a,humans are biased and limited and often unable to combine various fields of thought.,impede-personal-growth,human-error,,
ead77c31f4416eff0ec73cc08ef81174,"I think it would have a minimal impact because people can gather information themselves, just takes longer.",delay-in-innovation,inefficiency,,
4747f9cebc660a102f1a3dc6b440990f,Tax payer funds will continue to be funnelled to foreign countried,economic-distrubance,,,
bdf64e748de69e98ddadf4b6c4e81e6b,Increase the risk of accidents at the workplace and jeopardize the safety protocols of the firm,human-error,physical-harm,,
406eb3f0b9284ea66e4c4592abc9a42b,People might miss out on the benefits ,new-code,impede-personal-growth,lose-assistance,
7d5d5622459a7eb36a13cd0f170b50c5,any banning of new technologies is harmful to humanity. ,new-code,delay-in-innovation,less-innovation,
0b50b885d43e1fe54a3be3c5c3858481,the misunderstandings between different groups that speak different languages will still exist. ,hinder-communication,,,
87b666f0d46fac7dba96d8f3afb2e320,it would just take longer for some research to be performed,delay-in-innovation,,,
637afe5f72698b3d974c67d2a4491bb7,it would deprive people of an opportunity to address their loneliness,mental-harm,,,
a3d4ba394e62883ccb20397ade3a8ccb,Of security reasons and gaining information.,na,,,
c31337f17a3a6080918135cbf7444054,More time would be spent of these tasks and more money would be spent to hire someone to do the tasks,financial-disturbance,waste-resources-or-time,,
50510a2e37fcb1e917b80eac7078be55,"It would just continue the world as it it now. People who this would sssist would never benefit from this, they would never be able to have an easy accessible translator or visual akd",lose-accessibility-solution-servie,lose-assistance,,
8f899bfaf20aa9eb784e93c1646b1b7d,It would not be that bad it is a simple task,no-harm,,,
c8afd56386b0f06ac3d2650749e3e80c,It would limit the benefits having clean water in nations that need it.,lose-accessibility-solution-servie,health-issues,,
7e478da78dc172b96acbb916ab4d7407,"Honestly, it wouldn’t be too bad, it works just cost me more time",waste-resources-or-time,,,
1112b3671c909db2bf3a13c2f9d0d4ea,i don't think it would be harmful,no-harm,,,
973f53306ffb33946957ecc557ca1e7d,People would lose accessible information and education,lose-accessibility-solution-servie,lose-information-knowledge,,
5c890ed3111aa0b62f6e6c9886ee4a5a,I guess if it would work it would make a big difference,na,,,
8332fc1196e0fa130df57140d8945e14,people would not be able to reach their potentials.,impede-personal-growth,,,
a96868bf40fbb328c199f88102b90fe5,It might stunt research speed.,delay-in-innovation,,,
da3d78bb54599a46da57b93d42eea012,it would not help save more lives in the future.,hinder-medical-care,,,
3214488d946459ec435b6d24f791647f,Some people might have issues accessing health care,hinder-medical-care,,,
42254b30a082cd372051e7ead6598bac,"The current status quo would continue, where people's lives are being wasted on unfulfilling labor for low pay.",stress-overworked,financial-disturbance,waste-resources-or-time,
eebffb6f55c3edec57bf08740f002d9d,"We are losing out on a valuable tool to aid in decision making, potentially on a large scale ",lose-assistance,economic-distrubance,,
8f2ff716bc9469b537a985047f22a5a4,It would be more harmful to create such technology ,no-harm,,,
ab0deb4cac674c320ea222c56ee76a31,"People might make decisions without considering an unbiased, knowledgeable different point of view. ",misinformation,human-error,,
9d3eee819752592b3c522e2006560879,It might negatively impact individuals whose lives might be saved by artificial intelligence by keeping them in a permanently handicapped state with little hope of improvement. ,physical-harm,hinder-medical-care,,
947685b3e2baa963b643a10235078a60,people would miss out on finding the best valued plays,lose-accessibility-solution-servie,,,
a9aeb50b73aa95082fe1bde33c6c765c,"""...it would take much longer for healthcare professionals to analyze medical images and develop treatment plans, which could lead to delays in care and worse health outcomes for patients. Additionally, without the assistance of Tech-X 10, it would be more difficult for healthcare organizations to collect and analyze large amounts of data, which could lead to missed opportunities for improving care and reducing costs. Finally, without the personalized care and support that Tech-X 10 could provide, patients may feel like they are just a number and not an individual.""",delay-in-innovation,lose-assistance,hinder-medical-care,health-issues
233ce5568aaf2762b8538659eb60a300,Many individuals will continue suffering from ailments that could potentially worsen in time.,hinder-medical-care,health-issues,,
e4dd7b055afabc79a41cd66017859bde,"at this day and age, we should also start taking steps into bettering our health at no extra crazy cost ",na,,,
b9f8bd55cefcd56c366a1ae177bd6875,it would hinder the advancement of technology and widespread information,less-innovation,lose-information-knowledge,,
375414e96d6516b84488e32cbe997891,it could hinder some people's ability to create.,hinder-creative-work,,,
a6ff26e7202cf1827cd5171b42d9d2da,"people would lack affordable, time-friendly access to new knowledge/skills",impede-personal-growth,lose-accessibility-solution-servie,,
6be3a88c2edcbbdd99f432e15ccd3124,cause said immigrants would not recieve translation support easily,lose-assistance,hinder-communication,,
0b87da620e35d054fd39c8a7fad732d1,"It wouldn't be able to provide people with a productive schedule, or motivate them to improve their creative growth.",impede-personal-growth,lose-assistance,,
b902cbdee70eec027d40423fa0dcb788,"Potential advances, cures, and solutions in medical science could be lost.",delay-in-innovation,less-innovation,hinder-medical-care,
4a0157be005bcb31b0fc8cedc24a16f4,People that don't know how to code or don't have the money won't be able to build an app,impede-personal-growth,financial-disturbance,,
8fb20e00caf057115dd35b9934edf69e,people would miss out on the opportunity of learning and studying a new language quickly and with ease,impede-personal-growth,lose-accessibility-solution-servie,,
ff45b3f92e2029ca771377f77d592cb4,It would cause the work to be much slower for the employee as they'd have to review their own documentation ,stress-overworked,waste-resources-or-time,,
e78cf8dd2d08f515d5590895836897cf,it would not be helping to assist in a problem that is cause simply by it existing.,no-harm,,,
582a2f35eb7a15fb6791b698f9e56b6f,I don't think it would be harmful but it would deter many people from getting the help they need.,no-harm,lose-assistance,,
1145f907257825861d2df56393d9c198,It would restrict an opportunity,impede-personal-growth,,,
9702c0ce856eb00452675e66e02b14ea,It wouldn’t give people a chance to dream. ,impede-personal-growth,,,
68ae9acdd93d6b3d1ee0a758cdde777b,it wouldn't ,no-harm,,,
16ffaf4d08583a8f721354053829be3b,people would be fustrated not knowing what to cook.,stress-overworked,lose-assistance,,
4030f029688b03887fbd861f987e20fe,"people will get by without it, but I think that a lot of people wouldn't get the info that they bneeded if this was banned  because they dont have the time to research themselves.",stress-overworked,lose-information-knowledge,,
a9877a54ee851ddad002fb8ffa4b8720,none,no-harm,,,
d7876299450b29861270955dd39dfad1,people would waste food as they can't think of what to do with it,waste-resources-or-time,,,
27a2f65411018851eee51a9fa4f830ce,It could not guarantee the correct information is being shared,misinformation,,,
99effb05434204779a0a08a36774ef27,those who are infected or sick could be missing out on a potentially life saving cure,hinder-medical-care,,,
39d4042f86a82d1c25d97af923aa3a75,It will delay the speed at which we can produce treatments and medications. Healthcare costs will continue to skyrocket.,delay-in-innovation,economic-distrubance,hinder-medical-care,
dedfa49491164e0ec00c39d5a3a3dbb1,"humans would not be able to solve climate change without the technology, leading to catastrophic events.",physical-harm,environmental-harm-continues,,
d0a8a464d8fcff21525c004c901aea01,people would not be able to manage their time well and have less time in the day,stress-overworked,waste-resources-or-time,,
07d5f4e4c67d4196b9b70a48756e4a44,A person needing assistance with meal preparation may suffer without the aid.,impede-personal-growth,lose-assistance,health-issues,
274ccf2d376e944c272e6b6ee493c63d,The people were dependent on it would have to find a different means of getting the information they were getting from Tech-X / Tech-X 10 ,lose-accessibility-solution-servie,inefficiency,,
20e70671b62d6df142adc795592b0514,the current methods of monitoring health data is manual and time consuming which could lead to more human error.,human-error,waste-resources-or-time,,
b434b39bc72cf71dc413405f111fefc9,people will not find the information to help them.,lose-information-knowledge,,,
fc0058c0a20ef161a56ae92727889f57,It would force writers to use their own ideas to churn out stories,hinder-creative-work,,,
9b6efb4f21fbc248423d5a272150b7d9,Dating apps are quickly being saturated with people looking to make money and apps are struggling to keep people engaged. ,impede-personal-growth,business-loss,mental-harm,
12ae19854da7ef4137be69d5f60aefa9,"If the app is not developed, the company could lose the revenue it migjt have bring",business-loss,,,
71ba12f93cba89fe69a6543e0531aa58,We need to create better technology to reasonably deal with our dwindling resources,new-code,,,
61fafcd3905a2e12e50519ed7785b7fe,not much if it never gets develop we won't know what we are missing out on.,no-harm,,,
c52feb7e99f977833be9e4d01eb0a05d,The accident rate would probably stay similar to what it is now instead of declining as I assume it would if it was automated,no-harm,,,
5d89281741d8f47df529309ef2c2b7b1,it could've saved a lot of lives ,physical-harm,,,
7e9e81588a805b5050061fa782421c86,i will need to spend a lot of time generating surveys and causing me to lose time for other important business,stress-overworked,waste-resources-or-time,,
6eece659c409b7201c57dfc4f48b0f82,it will make us not to get the results we deserves.,impede-personal-growth,inefficiency,lose-information-knowledge,
e48ceccd549b9ead028d1c63fb803199,It would make us have to spend a lot of time on boring tasks. ,stress-overworked,waste-resources-or-time,,
dcdccfbdd109d08a6ef6cfd5bfabf80d,certain processes might take longer or be less cohesive due to differing information,inefficiency,hinder-communication,,
00184a91a3df3c0a876619b9c6b3cb62,"It would stifle scientific discovery, and in turn not assist society in evolving.",delay-in-innovation,less-innovation,,
7c04925ea26cee23c8b9f324fb63a306,It would be a hinderance,new-code,,,
da0d3d9dba07a9e2210b239222d01a16,"Pulling sources could take more time, leading to slower turnaround for studies. It could also lessen the scope of sources a researcher can consult.",delay-in-innovation,less-innovation,waste-resources-or-time,
f9df7953ba3b6e10ff51f6f7c50aab94,then I would still be wasting time grading. I don't make much of an impact on how much a student learns  by grading their papers compared to actually explaining things. ,impede-personal-growth,stress-overworked,waste-resources-or-time,
fe6afd166efc31adb84800071e7b93d6,"of the current state of social and mainstream media, which are saturated by false and hateful rhetoric.",misinformation,,,
ca9d24745a6bca091ac9ef2b14e0375e,it feels as if it'd be a waste of potential.,less-innovation,,,
619fe9160723aa29c0967cff62e96c51,I do not think it would harm,no-harm,,,
57cebc93967710e9bbf5a6cd90668037,There honestly would be no harm in my opinion.,no-harm,,,
1ae1a3fcbb398c41ed1bb34ae8d14c7c,predictions made by any AI may not be based on powerful processing to give accurate answers.,misinformation,human-error,,
8dfa5ce2ebca1f5d287311dde04dce1b,I don't think it would. I think search engines such as Google right now do a good enough job. I jus think it's possible to do better.,no-harm,,,
c3aa3e6ebc61bd40fe96742c3d763966,None,no-harm,,,
3123a940c679b87f473c6a5b3aa5ea48,Human error,human-error,,,
9e93816ec47d887b11ea9e90e2761754,we would have less assistance with difficult tasks ,lose-assistance,,,
a0d012d92d88248367f0834e1ee2b099,"less people would have access to learning new languages and the accompanying learnings (i.e., learning about a new ulture)",impede-personal-growth,lose-accessibility-solution-servie,,
919e5b2ceb92f3fbfac725def37db6cc,It could make it so that they never receive a treatment that would have otherwise helped them.,hinder-medical-care,,,
d20153b789ae8541bd419e2e17f98838,IT will be a huge crisis if it's not being developed or it being banned. It will kill a lot of people. ,economic-distrubance,physical-harm,,
ae14a65adf2bfb2916c3cda887c2b496,You would still be subject to incorrect diagnoses by human doctors. ,human-error,hinder-medical-care,,
377bbc11d455dad4f60fba5753f625fc,I do not think that not developing the application will be all that harmful to anyone. ,no-harm,,,
62ef04859199dac911ec883dfc15eca9,people would have to spend a day each week to buy groceries,stress-overworked,waste-resources-or-time,,
8e04378591141b2e35ef032cd314657f,It will make communicating with different cultures more difficult,hinder-communication,,,
7abebab1ea76aa1d7464ae24ecbe929b,People who can't afford tutelage or lack artistic friends would struggle to improve.,impede-personal-growth,,,
469b021d198c1a1caf576e8dd3c2df03,it would make businesses spend more time on thinking about how to rule out their competition which would cost more money.,economic-distrubance,business-loss,waste-resources-or-time,
9920822ded0ac95fa508433e03625974,It would negatively impact individuals because having the Tech-X assistant could be very beneficial and take a lot of stress out of peoples lives. ,stress-overworked,lose-assistance,,
79a88e82e6bf1eb61ba3d09eca191b22,It would slow technological progress,delay-in-innovation,,,
f62be99d5a8b0876be3e80daecef1330,It would increase the workload and time spent on tedious tasks. ,stress-overworked,waste-resources-or-time,,
4e80f7e563d7d561b403e5269da8ec30,it could have the potential to positively change lives by creating helpful opportunities.,no-harm,,,
ffbbe620d41d45714f171a4a2b5041d5,people may not be able to find cure for severe illness as fast,delay-in-innovation,hinder-medical-care,,
5a5deb9f2fab81389f3faae056645106,Not necessarily harmful but we may be left behind by other countries like China which will pose a threat. People will continue to build regardless. ,no-harm,lose-tech-race,,
d840f7993dc6f0bcf50a7b30d3c5a326,Certain already marginalized groups would be left further behind in technological advances. ,impede-personal-growth,lose-accessibility-solution-servie,less-innovation,
3c2c201f2cad0fa1620e19df49b2203b,we will continue with our privately-influenced systems and no additional people will benefit.,no-harm,,,
f4f302f038adb45b396c64d8ec7f84ad,of human errors,human-error,,,
1a65ef57ad154cfc8e4cc097f6520ec5,if it can be developed and it works well and it's profitable it can be bad for the working class if it was never developed,financial-disturbance,business-loss,unemployment,
9d9f0489173d8bf58d7776781064d88b,wouldn't have a way to make things easier disabled people ,lose-accessibility-solution-servie,,,
75f8041d206d78ab3b6da747278ffd04,people would have to use slower services and miss out on potential opportunities,impede-personal-growth,inefficiency,,
389f14d0ca641b86225e1919e8b23be1,"Assuming proper safeguards, not developing this AI would harm plenty of people: disabled people, ordinary workers who would rather be doing something else rather than toiling for a wage, etc.",lose-accessibility-solution-servie,stress-overworked,lose-assistance,
78f006ad883153c135d0966d04314501,"The machine may not be able to learn effectively without some form of confidence, it may be lackluster in its responses and task completion.",inefficiency,human-error,,
464a0aa35c830ab5c60da6074a029128,It would take more time that could be used doing something else ,waste-resources-or-time,,,
b140bdc00402ba4c14545293dff77522,"People could still be exposed to scams and viruses. Scams could get harder to identify, making it difficult for anyone to tell. People incapable of getting human help could struggle with their computer. People might be unsatisfied with their PC build.",inefficiency,stress-overworked,misinformation,lose-assistance
2c116a69bfaf479b89aff49080b27637,it could hamper progress in the world of technology,less-innovation,,,
14da429eb6ae6f245b7e8f1af33de032,It would slow down the advancing of education ,delay-in-innovation,,,
bdd4e8e83678df11b2e01203ff4683d0,It would cause programming to be just as difficult and time consuming as it is now.,inefficiency,waste-resources-or-time,,
a6ba7c0990d982ef0c717583f38aa0af,the tasks is not accomplished and wrong outcome,inefficiency,human-error,,
e4ccf943d031e3cfecf9c0be1663b4ad,"I don't think the lack of developing the app will generate any inherent harm. It can add benefit by being created, but never creating it doesn't directly affect people negatively.",no-harm,,,
c08681761f152d680e9a7925654f6525,"there would be less avenues for help in such situations, because getting help in those things requires social interactions, but that's the very thing you're trying to improve.",impede-personal-growth,lose-assistance,hinder-communication,
0373514cda90fd43543ee029864fb27e,It can’t perform a task that is needed by everyone.,lose-accessibility-solution-servie,,,
f685d70741b327e979e91b9f305cd70e,we would have wasted an opportunity to further explore options that are currently available to us,less-innovation,waste-resources-or-time,,
e49847926cce2fe7467e00977898d0ef,"The doctors will continue to have heavy workloads and they won't be able to do their jobs, as efficiently as it is required. The doctors may increased the risks of being burned out and this could affect the quality of their service.",stress-overworked,hinder-medical-care,mental-harm,
57ebda6f8200952856860a7be93f61bb,"Ethical considerations and responsible deployment are crucial to ensure the positive impact of advancements in scientific research assisted by Tech-X 10. If these considerations were not automated or assisted by Tech-X 10, it would be harmful because it could lead to potential ethical lapses, compromised data integrity, and a higher risk of unintended negative consequences. The absence of these safeguards might result in the misuse of technology, eroding public trust, and hindering the overall positive impact of scientific advancements.",misinformation,human-error,lose-transparency,mental-harm
2d55c8ed04bae785af26592783c04b36,Evidence could be overlooked,human-error,,,
cd5b193e2b9f1b5310af11276bf1fa80,Homeless need easier more accessible help.  My disease makes me very tired and forgetful.  I need help with it to prolong my life. ,lose-accessibility-solution-servie,lose-assistance,health-issues,
fd7d63a93504c572aa29e08a0e5a6d73,"it would slow down research and the advancement of medical technologies. Some people would die waiting for technology, diagnoses and cures to catch up to the discovery of their illness.",delay-in-innovation,less-innovation,physical-harm,hinder-medical-care
287903b59f693633f1d9bf4f90277698,It would make me not make good use of my time because I would have to research and come up with my own grocery list.,inefficiency,waste-resources-or-time,,
6428ac4ecc1c6c05139873314a4c8b52,It would take away a valuable tool that people can use when self teaching or trying to develop new skills.,impede-personal-growth,lose-assistance,,
002f0141fe01f54325883072545d4ebb,the process would be inefficient to the point it fails to constitute meaning.,inefficiency,,,
6fd39d5fe61005e7b92139d80768c5ec,It might cause people to spend more money on similar services that a human worker could provide. It might make things less convenient for them.,inefficiency,financial-disturbance,,
7f57dd83e72171be7e72a03395a08b18,the same of treatment will still be done by trying various way of treatment ,inefficiency,waste-resources-or-time,,
782c7fa6bb672e71054c1913b185221a,some people may rely on such a unit to prepare fresh and nutritious meals that were affordable and available at home. ,lose-accessibility-solution-servie,health-issues,,
