ResponseIdHash,Q3,code1,code2,code3,code4
961edca230872c3041494709cb2828a4,"Have the AI translate audio input during foreign language films so I can understand what they're saying. Not all have subtitles available. Aggregate all my financial info to present me my spending by category per month. Interpret EULAs that nobody ever reads to catch anything companies might try to slip by that I wouldn't agree to. Help write a meaningful poem I might want to write to my wife but don't have the elegance to write properly. Create a road trip plan with proper bathroom stops, interesting places to visit and eat, low cost gas stations, etc.",everyday-life-assistance,translation,,
961edca230872c3041494709cb2828a4,"Have the AI translate audio input during foreign language films so I can understand what they're saying. Not all have subtitles available. Aggregate all my financial info to present me my spending by category per month. Interpret EULAs that nobody ever reads to catch anything companies might try to slip by that I wouldn't agree to. Help write a meaningful poem I might want to write to my wife but don't have the elegance to write properly. Create a road trip plan with proper bathroom stops, interesting places to visit and eat, low cost gas stations, etc.",efficient-data-analysis,personal-finance,,
961edca230872c3041494709cb2828a4,"Have the AI translate audio input during foreign language films so I can understand what they're saying. Not all have subtitles available. Aggregate all my financial info to present me my spending by category per month. Interpret EULAs that nobody ever reads to catch anything companies might try to slip by that I wouldn't agree to. Help write a meaningful poem I might want to write to my wife but don't have the elegance to write properly. Create a road trip plan with proper bathroom stops, interesting places to visit and eat, low cost gas stations, etc.",simplification,legal,,
961edca230872c3041494709cb2828a4,"Have the AI translate audio input during foreign language films so I can understand what they're saying. Not all have subtitles available. Aggregate all my financial info to present me my spending by category per month. Interpret EULAs that nobody ever reads to catch anything companies might try to slip by that I wouldn't agree to. Help write a meaningful poem I might want to write to my wife but don't have the elegance to write properly. Create a road trip plan with proper bathroom stops, interesting places to visit and eat, low cost gas stations, etc.",writing-assistance,artistic-expression,creativity,
961edca230872c3041494709cb2828a4,"Have the AI translate audio input during foreign language films so I can understand what they're saying. Not all have subtitles available. Aggregate all my financial info to present me my spending by category per month. Interpret EULAs that nobody ever reads to catch anything companies might try to slip by that I wouldn't agree to. Help write a meaningful poem I might want to write to my wife but don't have the elegance to write properly. Create a road trip plan with proper bathroom stops, interesting places to visit and eat, low cost gas stations, etc.",everyday-life-assistance,everyday-task-automation,personal-life-productivity,
968f2ca7ccf8f4032facf3bfc17eb0bd,It should be able solve mathematical problem. Should be able to determine which dress is good for an occaission ,math-problem-solving,,,
968f2ca7ccf8f4032facf3bfc17eb0bd,It should be able solve mathematical problem. Should be able to determine which dress is good for an occaission ,everyday-life-assistance,,,
4b6400df694a607aecce753cb8ae98f7,"I would use it help make structured and scheduled lesson plans for teaching composition. As a composition teacher, I find that many students may see AI as a way to cheat, but there are ways to use it to help our own natural writing. I would use it to create artwork and charts that are specific to the subject matter. I could even use it to write short stories to demonstrate a particular task or scenario.",everyday-task-automation,education,,
4b6400df694a607aecce753cb8ae98f7,"I would use it help make structured and scheduled lesson plans for teaching composition. As a composition teacher, I find that many students may see AI as a way to cheat, but there are ways to use it to help our own natural writing. I would use it to create artwork and charts that are specific to the subject matter. I could even use it to write short stories to demonstrate a particular task or scenario.",artistic-expression,image-generation,,
4b6400df694a607aecce753cb8ae98f7,"I would use it help make structured and scheduled lesson plans for teaching composition. As a composition teacher, I find that many students may see AI as a way to cheat, but there are ways to use it to help our own natural writing. I would use it to create artwork and charts that are specific to the subject matter. I could even use it to write short stories to demonstrate a particular task or scenario.",writing-assistance,artistic-expression,creativity,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",creativity,brainstorming,business-productivity,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",everyday-life-assistance,mental-health,,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",practical-skill-learning,education,environment,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",everyday-task-automation,practical-skill-learning,,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",brainstorming,public-service,societal-issues,lower-barriers-resources
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",everyday-life-assistance,practical-skill-learning,environment,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",education,health,,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",programming,creativity,,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",education,research,beyond-human,
535905614be4145ab72d108886e39014,"Help with a new business idea. 
Break some some psychology with helping family or friends. Or just myself.
Teach me how to balance the ecosystem in my yard, specifically.
How to fix my car, or other motor types.
How to help my community, especially one that doesn't have many options. How to make new options.
How to start a community garden or farmer's market. 
How to understand my body.
How to write code for a new game idea.
How does the quantum world relate in our physical world.
How to  buy stocks or other currencies.",personal-finance,professional-consulting-service,,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",everyday-task-automation,,,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",everyday-task-automation,practical-skill-learning,,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",writing-assistance,,,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",efficient-data-analysis,feedback,business-productivity,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",personal-finance,business-productivity,,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",artistic-expression,creativity,image-generation,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",practical-skill-learning,,,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",efficient-data-analysis,business,,
25e7d0b46bf512aaca3bef34379ffa63,"Crest meal plans, create recipes with ingredients I have on hand, write client emails, create performance reports, suggest stock buys, make abstract art with my dog’s picture, how to remove scratches from my bathtub, create a market report and prepare a PowerPoint presentation to go along with it",business-productivity,workplace-productivity,design,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",everyday-life-assistance,personal-life-productivity,,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",everyday-life-assistance,personal-life-productivity,health,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",everyday-life-assistance,health,,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",everyday-life-assistance,personal-life-productivity,health,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",everyday-life-assistance,personal-life-productivity,,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",education,,,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",writing-assistance,artistic-expression,creativity,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",artistic-expression,creativity,,
780a10ee6a2804304f34d18ec72394bc,"I would like it to help me with my life planning.  For example, I could set some goals related to diet, exercise, and increasing my overall productivity.  I would ask Tech-X to design my diet, an exercise routine, and a daily schedule to help me perform better.  I might also use it as an educational tool, by asking it questions about history, science, and other subjects to improve my knowledge on various subjects.  I've also wanted to write a story and be more creative, and Tech-X could help me with that process by helping with plotting and graphic design.",artistic-expression,design,,
2ce49311b031cfd15806cf7527e32cc5,planning daily schedule,everyday-life-assistance,,,
0030c892193501bc88d8401f8939bfc9,AI can and should be used to do tasks to replace fast food workers who want too much money. AI can also replace teachers and professors who want too much money. Bureaucrats can also be replaced by AI for the same reason.,business-productivity,human-labor-replacement,,
0030c892193501bc88d8401f8939bfc9,AI can and should be used to do tasks to replace fast food workers who want too much money. AI can also replace teachers and professors who want too much money. Bureaucrats can also be replaced by AI for the same reason.,education,human-labor-replacement,,
0030c892193501bc88d8401f8939bfc9,AI can and should be used to do tasks to replace fast food workers who want too much money. AI can also replace teachers and professors who want too much money. Bureaucrats can also be replaced by AI for the same reason.,public-service,human-labor-replacement,,
ae7bd2ea37c78ccc8443713792f9622d,"To develop my grocery shopping list for the week/month based on previous purchases. 
Write letters of need ( such a flexibility with bills or late payments).
Complete doctor appointment calendar and suggests preventative care needs based on prior medical appointments and history. 
Give reminders for medication needs; ie when to take, and to automatically request refills and delivery.",everyday-task-automation,personal-life-productivity,,
ae7bd2ea37c78ccc8443713792f9622d,"To develop my grocery shopping list for the week/month based on previous purchases. 
Write letters of need ( such a flexibility with bills or late payments).
Complete doctor appointment calendar and suggests preventative care needs based on prior medical appointments and history. 
Give reminders for medication needs; ie when to take, and to automatically request refills and delivery.",writing-assistance,personal-finance,,
ae7bd2ea37c78ccc8443713792f9622d,"To develop my grocery shopping list for the week/month based on previous purchases. 
Write letters of need ( such a flexibility with bills or late payments).
Complete doctor appointment calendar and suggests preventative care needs based on prior medical appointments and history. 
Give reminders for medication needs; ie when to take, and to automatically request refills and delivery.",everyday-life-assistance,everyday-task-automation,professional-consulting-service,medical
ae7bd2ea37c78ccc8443713792f9622d,"To develop my grocery shopping list for the week/month based on previous purchases. 
Write letters of need ( such a flexibility with bills or late payments).
Complete doctor appointment calendar and suggests preventative care needs based on prior medical appointments and history. 
Give reminders for medication needs; ie when to take, and to automatically request refills and delivery.",everyday-life-assistance,everyday-task-automation,medical,
38360af12146a94e506b7bb5d01ef238,Editing a biographical memoir according to an MLA format.,writing-assistance,education,,
bf5fe88dfc84a63864b371fec1fb5618,Keep track of my deposits and withdrawals. Keep track of my lists and meetings.,personal-finance,,,
bf5fe88dfc84a63864b371fec1fb5618,Keep track of my deposits and withdrawals. Keep track of my lists and meetings.,everyday-life-assistance,everyday-task-automation,,
d839fe37d4071d458923c7c8728128a3,Extracting important information from peer-reviewed journals and simplifying the information for laypeople; helping managers to plan company meetings; explaining key events that shaped history in laymen's terms; exploring word roots and origins; doing a sweeping survey of all available medical treatments for a certain medical condition; assessing personality traits; helping to create plans of action for various departments,efficient-data-analysis,education,simplification,
d839fe37d4071d458923c7c8728128a3,Extracting important information from peer-reviewed journals and simplifying the information for laypeople; helping managers to plan company meetings; explaining key events that shaped history in laymen's terms; exploring word roots and origins; doing a sweeping survey of all available medical treatments for a certain medical condition; assessing personality traits; helping to create plans of action for various departments,business-productivity,workplace-productivity,,
d839fe37d4071d458923c7c8728128a3,Extracting important information from peer-reviewed journals and simplifying the information for laypeople; helping managers to plan company meetings; explaining key events that shaped history in laymen's terms; exploring word roots and origins; doing a sweeping survey of all available medical treatments for a certain medical condition; assessing personality traits; helping to create plans of action for various departments,education,simplification,,
d839fe37d4071d458923c7c8728128a3,Extracting important information from peer-reviewed journals and simplifying the information for laypeople; helping managers to plan company meetings; explaining key events that shaped history in laymen's terms; exploring word roots and origins; doing a sweeping survey of all available medical treatments for a certain medical condition; assessing personality traits; helping to create plans of action for various departments,education,translation,research,
d839fe37d4071d458923c7c8728128a3,Extracting important information from peer-reviewed journals and simplifying the information for laypeople; helping managers to plan company meetings; explaining key events that shaped history in laymen's terms; exploring word roots and origins; doing a sweeping survey of all available medical treatments for a certain medical condition; assessing personality traits; helping to create plans of action for various departments,efficient-data-analysis,research,medical,
d839fe37d4071d458923c7c8728128a3,Extracting important information from peer-reviewed journals and simplifying the information for laypeople; helping managers to plan company meetings; explaining key events that shaped history in laymen's terms; exploring word roots and origins; doing a sweeping survey of all available medical treatments for a certain medical condition; assessing personality traits; helping to create plans of action for various departments,mental-health,feedback,,
d839fe37d4071d458923c7c8728128a3,Extracting important information from peer-reviewed journals and simplifying the information for laypeople; helping managers to plan company meetings; explaining key events that shaped history in laymen's terms; exploring word roots and origins; doing a sweeping survey of all available medical treatments for a certain medical condition; assessing personality traits; helping to create plans of action for various departments,professional-consulting-service,business-productivity,workplace-productivity,
766754284886a780bbb15f690aeb61f8,Helps in solving complex problems ,efficient-data-analysis,beyond-human,,
846292910608f619a6bdbfe1146a15f9,I'd like it to translate from English into Russian,translation,,,
674058f384141831d39485aa8065cab7,"With the current economic recession in the world, how do i operate a healthy financial status?",personal-finance,professional-consulting-service,business-productivity,
ff79ba1da1454746a92e9b2496f0f5fc,"it could help me improve my cake-decorating skills, it could help me understand my Korean friends better, it could remind me to take medicine, it could help with time management skills ",practical-skill-learning,artistic-expression,,
ff79ba1da1454746a92e9b2496f0f5fc,"it could help me improve my cake-decorating skills, it could help me understand my Korean friends better, it could remind me to take medicine, it could help with time management skills ",interpersonal-communcation,translation,,
ff79ba1da1454746a92e9b2496f0f5fc,"it could help me improve my cake-decorating skills, it could help me understand my Korean friends better, it could remind me to take medicine, it could help with time management skills ",everyday-task-automation,health,,
ff79ba1da1454746a92e9b2496f0f5fc,"it could help me improve my cake-decorating skills, it could help me understand my Korean friends better, it could remind me to take medicine, it could help with time management skills ",everyday-life-assistance,personal-life-productivity,,
c9e7827fbe7e042a1f05fa5c13856285,I would use it to better understand my medications and the side effects. I would use it to double check my medical procedures. I would also use it to write papers that I could pass off as my own.,health,medical,,
c9e7827fbe7e042a1f05fa5c13856285,I would use it to better understand my medications and the side effects. I would use it to double check my medical procedures. I would also use it to write papers that I could pass off as my own.,fact-checking,medical,,
c9e7827fbe7e042a1f05fa5c13856285,I would use it to better understand my medications and the side effects. I would use it to double check my medical procedures. I would also use it to write papers that I could pass off as my own.,writing-assistance,education,,
8f7d2fcc92635f2f4b718635e6cc86ed,"Generate travel tour itineraries, provide a schedule to accomplish everything I want to get done today or this week, plan my meals for the week based on the things I like and can and cannot eat, write a story I can tell my grandson at night before bedtime.",everyday-life-assistance,everyday-task-automation,,
8f7d2fcc92635f2f4b718635e6cc86ed,"Generate travel tour itineraries, provide a schedule to accomplish everything I want to get done today or this week, plan my meals for the week based on the things I like and can and cannot eat, write a story I can tell my grandson at night before bedtime.",everyday-life-assistance,personal-life-productivity,,
8f7d2fcc92635f2f4b718635e6cc86ed,"Generate travel tour itineraries, provide a schedule to accomplish everything I want to get done today or this week, plan my meals for the week based on the things I like and can and cannot eat, write a story I can tell my grandson at night before bedtime.",everyday-life-assistance,everyday-task-automation,,
8f7d2fcc92635f2f4b718635e6cc86ed,"Generate travel tour itineraries, provide a schedule to accomplish everything I want to get done today or this week, plan my meals for the week based on the things I like and can and cannot eat, write a story I can tell my grandson at night before bedtime.",companionship,artistic-expression,creativity,
